num_contrato , poliza_aon , num_poliza_gnp , num_version , cve_marca , desc_vehiculo , num_serie , modelo_vehiculo , cve_status , desc_status , prima_neta , prima_total , cve_forma_pago , desc_forma_pago , primer_recibo , recibos_subsecuentes , num_recibos , fch_inicio_vigencia , fch_fin_vigencia , cve_vrs_tarifa , pct_valor_descuento_volumen , descr_larga_paquete  
61842	,	AON190000000214     	,	00000311500649	,	0	,	AUTVW1693     	,	JETTA NUEVO 2.0L TIPTRONIC	,	3VW2M1AJXGM252336	,	2016	,	V	,	VIGOR               	,	5289.43	,	6657.69	,	M	,	MENSUAL                                           	,	1033.39	,	511.3	,	12	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.17	,	AMPLIA                                                                                                                  
61842	,	AON190000002238     	,	00000339510463	,	0	,	AUTTO1901     	,	TOYOTA PRIUS	,	JDTKBRFU3H3551258	,	2017	,	V	,	VIGOR               	,	2854.17	,	3832.84	,	A	,	ANUAL                                             	,	3832.84	,	NULL	,	1	,	2019-07-15 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.85	,	AMPLIA                                                                                                                  
61842	,	AON190000001248     	,	00000311517148	,	0	,	AUTVW1679     	,	JETTA CLASICO 2.0 CL TEAM TIPTRONIC	,	3VW2V49M9EM017310	,	2014	,	V	,	VIGOR               	,	4685.24	,	5956.88	,	A	,	ANUAL                                             	,	5956.88	,	NULL	,	1	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.85	,	AMPLIA                                                                                                                  
61842	,	AON190000000429     	,	00000311503296	,	1	,	AUTNI0953     	,	SENTRA SENSE STD.	,	3N1AB7ADXJL616157	,	2018	,	A	,	ANULADA             	,	6433.38	,	7984.67	,	M	,	MENSUAL                                           	,	1144.21	,	621.86	,	5	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.85	,	AMPLIA                                                                                                                  
61842	,	AON190000002060     	,	00000326531274	,	0	,	AUTNI1140     	,	TSURU GS II STD.	,	3N1EB31SX7K360822	,	2007	,	V	,	VIGOR               	,	0.0	,	0.0	,	M	,	MENSUAL                                           	,	611.44	,	335.26	,	9	,	2019-04-23 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.17	,	LIMITADA                                                                                                                
61842	,	AON190000000551     	,	00000311505358	,	0	,	AUTNI2401     	,	X-TRAIL LE 2.5L. AUT. C/A. AC.	,	JN8BT08TX7W837476	,	2007	,	V	,	VIGOR               	,	4021.57	,	5187.05	,	M	,	MENSUAL                                           	,	911.02	,	388.73	,	12	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.85	,	AMPLIA                                                                                                                  
61842	,	                    	,	00000316904119	,	1	,	CA1AN0101     	,	PICK UP ANTIGUO Y CLASICO	,	1GCDC14Z5LZ171267	,	1990	,	A	,	ANULADA             	,	2858.52	,	3837.84	,	M	,	MENSUAL                                           	,	798.32	,	276.32	,	5	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.17	,	RESP.CIVIL                                                                                                              
61842	,	AON190000001878     	,	00000314365065	,	2	,	AUTNI3804     	,	NISSAN VERSA ADVANCE AUT	,	3N1CN7AD9EK448958	,	2014	,	A	,	ANULADA             	,	4015.45	,	5179.92	,	M	,	MENSUAL                                           	,	5179.92	,	NULL	,	1	,	2019-02-07 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.17	,	AMPLIA                                                                                                                  
61842	,	AON190000001394     	,	00000311518724	,	1	,	AUTMB2345     	,	MERCEDES BENZ C 200 EXCLUSIVE L4 2.0 PAQ NAV AUT	,	WDDWF4CB2HF393091	,	2017	,	A	,	ANULADA             	,	10430.28	,	12621.12	,	A	,	ANUAL                                             	,	12621.12	,	NULL	,	1	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.85	,	AMPLIA                                                                                                                  
61842	,	AON190000000909     	,	00000311513295	,	0	,	AUTMA0502     	,	MAZDA CX-7 GRAND TOURING FWD	,	JM3ER293890234783	,	2009	,	V	,	VIGOR               	,	3443.72	,	4516.72	,	S	,	SEMESTRAL                                         	,	2519.35	,	1997.37	,	2	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.17	,	AMPLIA                                                                                                                  
61842	,	AON190000002140     	,	00000330965690	,	0	,	AUTSZ0903     	,	SUZUKI VITARA GLX L4 1.6 AUT	,	TSMYD21S0JM416788	,	2018	,	V	,	VIGOR               	,	4103.89	,	5282.51	,	A	,	ANUAL                                             	,	5282.51	,	NULL	,	1	,	2019-05-28 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.85	,	AMPLIA                                                                                                                  
61842	,	AON190000001817     	,	00000312802655	,	0	,	AUTVW1671     	,	VW JETTA STYLE TIPTRONIC	,	3VW2W1AJ6DM235197	,	2013	,	V	,	VIGOR               	,	1874.7	,	2696.67	,	M	,	MENSUAL                                           	,	549.72	,	429.39	,	12	,	2019-01-30 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.17	,	AMPLIA                                                                                                                  
61842	,	AON190000002221     	,	00000338583313	,	0	,	AUTBW3301     	,	BMW X2 L4 SDRIVE 20iA EXECUTIVE PLUS AUT	,	WBAYH3100KEP52196	,	2019	,	V	,	VIGOR               	,	4707.17	,	5982.32	,	A	,	ANUAL                                             	,	5982.32	,	NULL	,	1	,	2019-07-03 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.17	,	AMPLIA                                                                                                                  
61842	,	AON190000001547     	,	00000312802127	,	0	,	AUTVW3171     	,	VOLKSWAGEN GOL CL L4 1.6 5P STD	,	9BWAB05UXGP512415	,	2016	,	V	,	VIGOR               	,	7644.99	,	9390.14	,	M	,	MENSUAL                                           	,	799.14	,	781	,	12	,	2019-01-21 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.17	,	AMPLIA                                                                                                                  
61842	,	AON190000001944     	,	00000316481340	,	0	,	AUTSZ0310     	,	SWIFT GLX 1.2 AUT	,	JS2ZC63S1K6107739	,	2019	,	V	,	VIGOR               	,	4441.1	,	5673.68	,	A	,	ANUAL                                             	,	5673.68	,	NULL	,	1	,	2019-02-27 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.17	,	AMPLIA                                                                                                                  
61842	,	AON190000000793     	,	00000311511927	,	3	,	AUTNI3805     	,	NISSAN VERSA 1.6 EXCLUSIVE AUT. C/A AC. 4 PTAS.	,	3N1CN7AD0DL851266	,	2013	,	A	,	ANULADA             	,	4265.68	,	5470.2	,	T	,	TRIMESTRAL                                        	,	1759.05	,	1237.05	,	2	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.17	,	AMPLIA                                                                                                                  
61842	,	AON190000002077     	,	00000325677722	,	0	,	AUTCH5301     	,	VOYAGER TOWN & COUNTRY LTD	,	2C4RC1GG2FR693935	,	2015	,	V	,	VIGOR               	,	3807.77	,	4939.04	,	M	,	MENSUAL                                           	,	594.4	,	543.08	,	9	,	2019-04-27 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.85	,	AMPLIA                                                                                                                  
61842	,	AON190000002298     	,	00000345325732	,	0	,	AUTNI0959     	,	SENTRA SR CVT CON NAVI	,	3N1AB7AA1DL798499	,	2013	,	V	,	VIGOR               	,	1991.06	,	2831.61	,	M	,	MENSUAL                                           	,	786.13	,	511.37	,	5	,	2019-08-16 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.85	,	AMPLIA                                                                                                                  
61842	,	AON190000001528     	,	00000312798606	,	0	,	AUTGM4803     	,	EQUINOX LT VP	,	2CNDL33F986064823	,	2008	,	V	,	VIGOR               	,	1943.66	,	2776.66	,	M	,	MENSUAL                                           	,	897.91	,	375.75	,	10	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.85	,	AMPLIA                                                                                                                  
61842	,	AON190000001064     	,	00000311515043	,	0	,	AUTGM2101     	,	TRACKER HARD TOP 4X4 LUJO	,	2CNBJ13C936940256	,	2003	,	V	,	VIGOR               	,	2278.05	,	3164.54	,	A	,	ANUAL                                             	,	3164.54	,	NULL	,	1	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.17	,	AMPLIA                                                                                                                  
61842	,	AON190000000800     	,	00000311512008	,	0	,	AUTFR2530     	,	FORD FOCUS ST STD.	,	1FADP3L95DL206188	,	2013	,	V	,	VIGOR               	,	3280.42	,	4327.28	,	T	,	TRIMESTRAL                                        	,	1790.48	,	1268.4	,	4	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.17	,	AMPLIA                                                                                                                  
61842	,	AON190000002310     	,	00000346595895	,	0	,	AUTPE1902     	,	PEUGEOT 208 1.6L ALLURE 5P STD.	,	VF3CC5FS2HT024603	,	2017	,	V	,	VIGOR               	,	1643.92	,	2428.95	,	A	,	ANUAL                                             	,	2428.95	,	NULL	,	1	,	2019-08-23 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.17	,	AMPLIA                                                                                                                  
61842	,	AON190000000286     	,	00000311501514	,	0	,	AUTNI3801     	,	NISSAN VERSA SENSE STD	,	3N1CN7AD8EK395637	,	2014	,	V	,	VIGOR               	,	4332.24	,	5547.4	,	M	,	MENSUAL                                           	,	941.04	,	418.76	,	12	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.17	,	AMPLIA                                                                                                                  
61842	,	AON190000001417     	,	00000312608987	,	0	,	AUTFR2727     	,	FORD ESCAPE TREND ADVANCE ECOBOOST L4 2.0 AUT	,	WF0CP6A97F1B14296	,	2015	,	V	,	VIGOR               	,	4355.96	,	5574.94	,	M	,	MENSUAL                                           	,	735.05	,	439.99	,	12	,	2019-01-17 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.85	,	AMPLIA                                                                                                                  
61842	,	AON190000000987     	,	00000311514210	,	1	,	AUTSE0176     	,	SEAT IBIZA REFERENCE L4 1.6 4P STD	,	VSSBC26J6HR051360	,	2017	,	A	,	ANULADA             	,	2477.8	,	3396.25	,	A	,	ANUAL                                             	,	3396.25	,	NULL	,	1	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.17	,	LIMITADA                                                                                                                
61842	,	AON190000000617     	,	00000311506919	,	1	,	AUTHO0206     	,	CIVIC EX AUT.	,	1HGES16534L902625	,	2004	,	A	,	ANULADA             	,	3370.38	,	4431.59	,	M	,	MENSUAL                                           	,	848.12	,	325.77	,	5	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.85	,	AMPLIA                                                                                                                  
61842	,	AON190000000283     	,	00000311501480	,	0	,	AUTSE0329     	,	LEON CUPRA	,	VSSRP65F9GR073536	,	2016	,	V	,	VIGOR               	,	5844.23	,	7301.31	,	M	,	MENSUAL                                           	,	1087.19	,	564.92	,	12	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.17	,	AMPLIA                                                                                                                  
61842	,	AON190000001304     	,	00000311517726	,	1	,	AUTMA0501     	,	MAZDA CX-7 SPORT	,	JM3ER2B58B0398892	,	2011	,	A	,	ANULADA             	,	4398.35	,	5624.09	,	A	,	ANUAL                                             	,	5624.09	,	NULL	,	1	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.85	,	AMPLIA                                                                                                                  
61842	,	AON190000000105     	,	00000311499404	,	0	,	AUTCH5105     	,	DODGE JOURNEY SXT 2.4L 7 PASAJEROS	,	3C4PDCCB9CT217099	,	2012	,	V	,	VIGOR               	,	4001.16	,	5163.39	,	M	,	MENSUAL                                           	,	909.03	,	386.76	,	12	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.17	,	AMPLIA                                                                                                                  
61842	,	AON190000001813     	,	00000313592792	,	0	,	AUTFR1223     	,	MUSTANG GT EQUIPADO VIP AUT.	,	1ZVFT82HX75319127	,	2007	,	V	,	VIGOR               	,	5521.99	,	6927.5	,	M	,	MENSUAL                                           	,	559.38	,	578.92	,	12	,	2019-01-30 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.17	,	AMPLIA                                                                                                                  
61842	,	AON190000000348     	,	00000311502272	,	0	,	AUTHO0803     	,	HONDA CITY EX TA	,	MRHGM666XHP051069	,	2017	,	V	,	VIGOR               	,	6531.65	,	8098.74	,	M	,	MENSUAL                                           	,	1153.45	,	631.39	,	12	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.17	,	AMPLIA                                                                                                                  
61842	,	AON190000000653     	,	00000311509855	,	0	,	AUTNI3804     	,	NISSAN VERSA ADVANCE AUT	,	3N1CN7AD9HK436796	,	2017	,	V	,	VIGOR               	,	6377.81	,	7920.29	,	M	,	MENSUAL                                           	,	1138.57	,	616.52	,	12	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.85	,	AMPLIA                                                                                                                  
61842	,	AON190000001334     	,	00000311518039	,	1	,	AUTSM0118     	,	SMART COUPE PASSION	,	WMEEJ3CA3FK834531	,	2015	,	A	,	ANULADA             	,	5535.52	,	6943.2	,	A	,	ANUAL                                             	,	6943.2	,	NULL	,	1	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.85	,	AMPLIA                                                                                                                  
61842	,	AON190000001435     	,	00000312613508	,	0	,	AUTMA0118     	,	MAZDA 3i TOURING 2.0 5P AC QC  STD	,	3MZBM2V7XEM122560	,	2014	,	V	,	VIGOR               	,	5382.83	,	6766.08	,	A	,	ANUAL                                             	,	6766.08	,	NULL	,	1	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.85	,	AMPLIA                                                                                                                  
61842	,	AON190000000640     	,	00000311508675	,	1	,	AUTHO0505     	,	HONDA PILOT EX	,	5KBYF3820DB801156	,	2013	,	A	,	ANULADA             	,	9726.05	,	11804.25	,	M	,	MENSUAL                                           	,	1462.49	,	940.16	,	4	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.85	,	AMPLIA                                                                                                                  
61842	,	AON190000002263     	,	00000342366788	,	0	,	AUTNI2405     	,	X-TRAIL SENSE	,	JN8BT27TXJW077697	,	2018	,	V	,	VIGOR               	,	2913.23	,	3901.37	,	M	,	MENSUAL                                           	,	543.67	,	671.54	,	6	,	2019-07-31 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.17	,	AMPLIA                                                                                                                  
61842	,	AON190000001310     	,	00000311517791	,	0	,	AUTTO0102     	,	CAMRY XLE	,	4T1BE46K47U678579	,	2007	,	V	,	VIGOR               	,	3786.23	,	4914.03	,	A	,	ANUAL                                             	,	4914.03	,	NULL	,	1	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.85	,	AMPLIA                                                                                                                  
61842	,	AON190000001642     	,	00000311519409	,	0	,	AUTRE2102     	,	RENAULT DUSTER EXPRESSION AUT	,	9FBHS1AA7FM111183	,	2015	,	V	,	VIGOR               	,	4206.98	,	5402.1	,	M	,	MENSUAL                                           	,	928.95	,	406.65	,	12	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.17	,	AMPLIA                                                                                                                  
61842	,	AON190000001745     	,	00000312799893	,	0	,	AUTCH3406     	,	JEEP LIBERTY SPORT 4X2	,	1J4GK48K47W547845	,	2007	,	V	,	VIGOR               	,	2783.13	,	3750.46	,	M	,	MENSUAL                                           	,	586.97	,	287.59	,	12	,	2019-01-25 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.85	,	AMPLIA                                                                                                                  
61842	,	AON190000000363     	,	00000311502470	,	1	,	AUTSE0132     	,	NVO. IBIZA BLITZ STD A.AC. 4 PTS.	,	VSSXK46J2CR089732	,	2012	,	A	,	ANULADA             	,	3766.09	,	4890.65	,	M	,	MENSUAL                                           	,	886.32	,	364.03	,	5	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.17	,	AMPLIA                                                                                                                  
61842	,	AON190000000477     	,	00000311504112	,	1	,	AUTNI3901     	,	NISSAN JUKE ADVANCE MT	,	JN1AF55C4CT000138	,	2012	,	A	,	ANULADA             	,	5821.7	,	7275.15	,	M	,	MENSUAL                                           	,	1084.79	,	562.76	,	5	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.85	,	AMPLIA                                                                                                                  
61842	,	AON190000000176     	,	00000311500243	,	0	,	AUTMA0114     	,	Mazda 3s 4PTS SEDAN GRAND TOURING AUT Q/C	,	JM1BM1U34F1264204	,	2015	,	V	,	VIGOR               	,	6018.54	,	7503.45	,	M	,	MENSUAL                                           	,	1103.98	,	581.77	,	12	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.17	,	AMPLIA                                                                                                                  
61842	,	AON190000000262     	,	00000311501209	,	0	,	AUTVW1628     	,	JETTA A4 CONFORTLINE STD.	,	3VWRV49M25M052365	,	2005	,	V	,	VIGOR               	,	2802.39	,	3772.77	,	M	,	MENSUAL                                           	,	793.31	,	270.86	,	12	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.17	,	AMPLIA                                                                                                                  
61842	,	AON190000001657     	,	00000311519581	,	1	,	AUTCH0607     	,	GRAND CHEROKEE LIMITED 4X2	,	1C4RJEBG5FC951636	,	2015	,	A	,	ANULADA             	,	5248.9	,	6610.77	,	M	,	MENSUAL                                           	,	1075.67	,	553.51	,	4	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.17	,	AMPLIA                                                                                                                  
61842	,	AON190000001691     	,	00000311520035	,	1	,	AUTVW1627     	,	JETTA A4 TRENDLINE AUT.	,	3VWYV49M76M014515	,	2006	,	A	,	ANULADA             	,	0.0	,	0.0	,	A	,	ANUAL                                             	,	3784.99	,	NULL	,	1	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.17	,	AMPLIA                                                                                                                  
61842	,	AON190000001989     	,	00000321090698	,	0	,	AUTFR0424     	,	EXPLORER 3.5 XLT V6 PIEL	,	1FM5K7D88GGB29903	,	2016	,	V	,	VIGOR               	,	489.22	,	1089.5	,	M	,	MENSUAL                                           	,	1089.5	,	567.19	,	9	,	2019-04-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.17	,	AMPLIA                                                                                                                  
61842	,	AON190000000821     	,	00000311512222	,	1	,	AUTNI3007     	,	TIIDA CUSTOM SEDAN STD	,	3N1BC11S08L434183	,	2008	,	A	,	ANULADA             	,	3807.2	,	4938.34	,	T	,	TRIMESTRAL                                        	,	1626.16	,	1104.06	,	2	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.85	,	AMPLIA                                                                                                                  
61842	,	AON190000001945     	,	00000316481134	,	0	,	AUTCH0660     	,	GRAND CHEROKEE LIMITED LUJO 4X2 3.6 V6	,	1C4RJEBG3FC236001	,	2015	,	V	,	VIGOR               	,	5775.35	,	7221.41	,	A	,	ANUAL                                             	,	7221.41	,	NULL	,	1	,	2019-02-28 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.85	,	AMPLIA                                                                                                                  
61842	,	AON190000002269     	,	00000342836574	,	0	,	AUTCH1017     	,	JEEP WRANGLER UNLIMITED SAHARA 4X4 AUT	,	1C4BJWEG6HL646040	,	2017	,	V	,	VIGOR               	,	2578.62	,	3513.19	,	M	,	MENSUAL                                           	,	1104.71	,	602.12	,	5	,	2019-08-02 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.85	,	AMPLIA                                                                                                                  
61842	,	AON190000000862     	,	00000311512719	,	0	,	AUTSZ0317     	,	SWIFT GLX 1.4L AUT.	,	JS2ZC82S1E6304251	,	2014	,	V	,	VIGOR               	,	4519.61	,	5764.76	,	T	,	TRIMESTRAL                                        	,	1832.63	,	1310.71	,	4	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.85	,	AMPLIA                                                                                                                  
61842	,	AON190000001092     	,	00000311515357	,	0	,	AUTSE0132     	,	NVO. IBIZA BLITZ STD A.AC. 4 PTS.	,	VSSMK46J6CR09957	,	2012	,	V	,	VIGOR               	,	3766.09	,	4890.66	,	A	,	ANUAL                                             	,	4890.66	,	NULL	,	1	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.17	,	AMPLIA                                                                                                                  
61842	,	AON190000000083     	,	00000311499032	,	1	,	AUTVW1670     	,	VW JETTA SPORT STD.	,	1VWAH7A31CC003858	,	2012	,	A	,	ANULADA             	,	4186.08	,	5377.82	,	M	,	MENSUAL                                           	,	926.78	,	404.64	,	5	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.17	,	AMPLIA                                                                                                                  
61842	,	AON190000000515     	,	00000311504773	,	1	,	AUTHY0205     	,	HYUNDAI ELANTRA LIMITED L4 1.8 AUT	,	5NPDH4AE1FH570502	,	2015	,	A	,	ANULADA             	,	6915.88	,	8544.43	,	M	,	MENSUAL                                           	,	1190.71	,	668.52	,	5	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.85	,	AMPLIA                                                                                                                  
61842	,	AON190000000206     	,	00000311500540	,	1	,	AUTVW6701     	,	VOLKSWAGEN VENTO STYLE STD	,	MEX5G2605FT077112	,	2015	,	A	,	ANULADA             	,	5957.39	,	7432.57	,	M	,	MENSUAL                                           	,	1098	,	575.87	,	5	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.17	,	AMPLIA                                                                                                                  
61842	,	AON190000001028     	,	00000311514657	,	1	,	AUTVW2709     	,	POINTER GT STD BT	,	9BWCC05W99T040015	,	2009	,	A	,	ANULADA             	,	2772.44	,	3738.03	,	A	,	ANUAL                                             	,	3738.03	,	NULL	,	1	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.17	,	AMPLIA                                                                                                                  
61842	,	AON190000001302     	,	00000311517700	,	1	,	AUTNI3203     	,	NISSAN ROGUE 2.5L SL PIEL CVT 2WD	,	JN8AS58TXDW781756	,	2013	,	A	,	ANULADA             	,	0.0	,	0.0	,	A	,	ANUAL                                             	,	6746.8	,	NULL	,	1	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.85	,	AMPLIA                                                                                                                  
61842	,	AON190000002151     	,	00000331601393	,	1	,	AUTNI3803     	,	NISSAN VERSA ADVANCE STD	,	3N1CN7AD6HK423813	,	2017	,	A	,	ANULADA             	,	3270.1	,	4315.32	,	A	,	ANUAL                                             	,	4315.32	,	NULL	,	1	,	2019-05-30 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.85	,	AMPLIA                                                                                                                  
61842	,	AON190000001277     	,	00000311517445	,	0	,	AUTHO1102     	,	HONDA CR-Z HIBRIDO 1.5L CVT HB	,	JHMZF1441FS400024	,	2015	,	V	,	VIGOR               	,	9255.97	,	11258.93	,	A	,	ANUAL                                             	,	11258.93	,	NULL	,	1	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.85	,	AMPLIA                                                                                                                  
61842	,	AON190000000936     	,	00000311513667	,	0	,	AUTHO0707     	,	CIVIC LX SEDAN STD.	,	19XFB2555EE503609	,	2014	,	V	,	VIGOR               	,	5473.46	,	6871.22	,	S	,	SEMESTRAL                                         	,	3696.61	,	3174.61	,	2	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.85	,	AMPLIA                                                                                                                  
61842	,	AON190000001826     	,	00000312800261	,	1	,	AUTNI3006     	,	TIIDA PREMIUM SEDAN STD A.AC.	,	3N1BC11D58L354587	,	2008	,	A	,	ANULADA             	,	3542.99	,	4631.82	,	M	,	MENSUAL                                           	,	533.99	,	372.53	,	12	,	2019-01-31 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.85	,	AMPLIA                                                                                                                  
61842	,	AON190000000764     	,	00000311511547	,	0	,	AUTNI1142     	,	NISSAN TSURU GS I STD.	,	3N1EB31S85K307890	,	2005	,	V	,	VIGOR               	,	959.12	,	1634.57	,	M	,	MENSUAL                                           	,	893.01	,	370.78	,	8	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.85	,	AMPLIA                                                                                                                  
61842	,	AON190000002282     	,	00000343633285	,	0	,	AUTMA0104     	,	MAZDA 3i TOURING 4 PTAS AUT. C/A.AC	,	3MZBM2V71GM262516	,	2016	,	V	,	VIGOR               	,	2251.83	,	3134.12	,	A	,	ANUAL                                             	,	3134.12	,	NULL	,	1	,	2019-08-08 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.85	,	AMPLIA                                                                                                                  
61842	,	AON190000000965     	,	00000311516470	,	1	,	AUTNI3015     	,	TIIDA SEDAN COMFORT STD. A.AC.	,	3N1BC1AS7CK283308	,	2012	,	A	,	ANULADA             	,	2045.61	,	2372.91	,	S	,	SEMESTRAL                                         	,	2894.93	,	NULL	,	1	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.85	,	AMPLIA                                                                                                                  
61842	,	AON190000001718     	,	00000312799695	,	0	,	AUTSE0419     	,	SEAT TOLEDO 1.4L TSI STYLE DSG	,	VSSAB4NHXJ1505087	,	2018	,	V	,	VIGOR               	,	6387.63	,	7931.64	,	M	,	MENSUAL                                           	,	691.88	,	658.16	,	12	,	2019-01-24 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.85	,	AMPLIA                                                                                                                  
61842	,	AON190000000781     	,	00000311511752	,	1	,	AUTLR0247     	,	RANGE ROVER EVOQUE HSE DYNAMIC L4 2.0 AUT	,	SALVA2BG4HH187578	,	2017	,	A	,	ANULADA             	,	15544.02	,	18031.05	,	T	,	TRIMESTRAL                                        	,	6532.4	,	6010.35	,	2	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.17	,	AMPLIA                                                                                                                  
61842	,	AON190000001578     	,	00000312799406	,	0	,	AUTTO0716     	,	TOYOTA YARIS R XLE L4 1.5 4P AUT	,	3MYDLAYV2GY115828	,	2016	,	V	,	VIGOR               	,	5581.11	,	6996.14	,	M	,	MENSUAL                                           	,	706.56	,	571.78	,	12	,	2019-01-22 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.85	,	AMPLIA                                                                                                                  
61842	,	AON190000001171     	,	00000311516231	,	1	,	AUTVW6802     	,	VOLKSWAGEN UP MOVE L3 1.0 STD	,	9BWAG4127HT502401	,	2017	,	A	,	ANULADA             	,	3754.09	,	4876.74	,	A	,	ANUAL                                             	,	4876.74	,	NULL	,	1	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.17	,	AMPLIA                                                                                                                  
61842	,	AON190000002249     	,	00000341015956	,	0	,	AUTMB0412     	,	MERCEDES BENZ A 200 CGI 7G DCT.	,	WDDBF4DB3DJ008206	,	2013	,	V	,	VIGOR               	,	2161.97	,	3029.89	,	A	,	ANUAL                                             	,	3029.89	,	NULL	,	1	,	2019-07-23 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.85	,	AMPLIA                                                                                                                  
61842	,	AON190000001223     	,	00000311516884	,	1	,	AUTFR9702     	,	FORD FIGO IMPULSE L4 1.5 5P AC STD	,	MAJFP1MD9GA114890	,	2016	,	A	,	ANULADA             	,	5595.65	,	7012.95	,	A	,	ANUAL                                             	,	7012.95	,	NULL	,	1	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.85	,	AMPLIA                                                                                                                  
